project_id,bug_id,sloc,sloc_total
Closure,10000024,24825,66198
Closure,10000025,24825,66198
Closure,10000026,24825,66198
Closure,10000027,24827,66200
Closure,10000028,24827,66200
Closure,10000029,24824,66197
Closure,10000030,24824,66197
Closure,10000031,24824,66197
Closure,10000032,24827,66200
Closure,10000068,24827,66200
Closure,10000069,24827,66200
Closure,10100057,47085,63083
Closure,10200007,46450,62534
Closure,10200012,46449,62533
Closure,10300581,33683,62532
Closure,10300582,33682,62531
Closure,10300583,33683,62532
Closure,10300584,33683,62532
Closure,10300585,33683,62532
Closure,10300586,33683,62532
Closure,10300587,33683,62532
Closure,10300588,33682,62531
Closure,10400053,6027,62524
Closure,10400054,6027,62524
Closure,10500983,24956,61684
Closure,10500984,24955,61683
Closure,10500987,24956,61684
Closure,10500990,24955,61683
Closure,10500993,24956,61684
Closure,10600374,24469,59028
Closure,10600375,24469,59028
Closure,10600456,24469,59028
Closure,10600457,24468,59027
Closure,10700117,66899,104412
Closure,10800062,42707,104404
Closure,10800157,42706,104403
Closure,10800252,42707,104404
Closure,10800253,42707,104404
Closure,10800254,42707,104404
Closure,10800255,42707,104404
Closure,10800256,42707,104404
Closure,10900902,12837,104019
Closure,10900903,12837,104019
Closure,10900904,12837,104019
Closure,11000174,42486,103169
Closure,11001066,42486,103169
Closure,11001080,42486,103169
Closure,11001081,42486,103169
Closure,11001082,42486,103169
Closure,11001083,42486,103169
Closure,11001093,42486,103169
Closure,11001094,42486,103169
Closure,11001095,42486,103169
Closure,11001096,42485,103168
Closure,11001097,42485,103168
Closure,11001098,42485,103168
Closure,11001099,42486,103169
Closure,11001100,42485,103168
Closure,11001101,42485,103168
Closure,11001108,42486,103169
Closure,11001109,42486,103169
Closure,11001110,42485,103168
Closure,11100001,34018,95423
Closure,11200599,40965,94953
Closure,11300129,36211,94942
Closure,11300130,36211,94942
Closure,11300131,36211,94942
Closure,11300132,36211,94942
Closure,11400097,40490,94942
Closure,11400098,40490,94942
Closure,11400099,40490,94942
Closure,11400100,40490,94942
Closure,11600211,45967,94937
Closure,11600212,45967,94937
Closure,11600213,45967,94937
Closure,11600214,45967,94937
Closure,11600215,45965,94935
Closure,11600234,45967,94937
Closure,11600235,45967,94937
Closure,11600236,45967,94937
Closure,11600237,45967,94937
Closure,11600238,45967,94937
Closure,11700211,40861,94845
Closure,11700212,40861,94845
Closure,11700213,40861,94845
Closure,11700214,40861,94845
Closure,11700215,40861,94845
Closure,11700216,40860,94844
Closure,11700217,40861,94845
Closure,11700218,40861,94845
Closure,11700219,40860,94844
Closure,11700220,40860,94844
Closure,11700221,40860,94844
Closure,11700222,40860,94844
Closure,11700223,40859,94843
Closure,11700224,40859,94843
Closure,11700225,40859,94843
Closure,11700226,40859,94843
Closure,11700227,40861,94845
Closure,11700254,40861,94845
Closure,11800129,46291,94847
Closure,11800130,46291,94847
Closure,11800131,46290,94846
Closure,12000125,38751,94784
Closure,12000126,38751,94784
Closure,12100136,38763,94796
Closure,12100137,38763,94796
Closure,12100138,38763,94796
Closure,12100139,38763,94796
Closure,12100140,38762,94795
Closure,12100141,38762,94795
Closure,12100142,38762,94795
Closure,12100143,38761,94794
Closure,12100144,38761,94794
Closure,12100145,38761,94794
Closure,12100146,38761,94794
Closure,12100147,38763,94796
Closure,12100148,38763,94796
Closure,12100149,38759,94792
Closure,12100150,38759,94792
Closure,12100151,38759,94792
Closure,12100152,38759,94792
Closure,12200049,10644,94661
Closure,12200050,10644,94661
Closure,12300193,31161,94377
Closure,12500644,39758,93409
Closure,12500645,39758,93409
Closure,12500646,39758,93409
Closure,12500647,39758,93409
Closure,12500648,39758,93409
Closure,12700049,35473,91633
Closure,12700050,35473,91633
Closure,12700051,35473,91633
Closure,12700052,35473,91633
Closure,12700053,35473,91633
Closure,12700055,35473,91633
Closure,12700056,35473,91633
Closure,12700057,35473,91633
Closure,12700058,35473,91633
Closure,12700059,35473,91633
Closure,12700060,35473,91633
Closure,12700061,35473,91633
Closure,12700062,35473,91633
Closure,12700063,35473,91633
Closure,12800634,29131,91355
Closure,12800635,29131,91355
Closure,12800636,29131,91355
Closure,12800637,29131,91355
Closure,12800645,29131,91355
Closure,12800646,29131,91355
Closure,12800647,29131,91355
Closure,12800648,29131,91355
Closure,12800649,29131,91355
Closure,12800650,29131,91355
Closure,12800651,29131,91355
Closure,12800652,29131,91355
Closure,12800653,29131,91355
Closure,12800654,29131,91355
Closure,12800655,29131,91355
Closure,12800656,29131,91355
Closure,12900029,55135,91351
Closure,13000018,40579,91269
Closure,13000019,40579,91269
Closure,13000020,40579,91269
Closure,13000021,40579,91269
Closure,13000022,40579,91269
Closure,13000023,40579,91269
Closure,13000024,40579,91269
Closure,13000025,40579,91269
Closure,13000026,40579,91269
Closure,13000027,40579,91269
Closure,13000028,40579,91269
Closure,13000029,40579,91269
Closure,13000030,40579,91269
Closure,13000031,40579,91269
Closure,13000032,40579,91269
Closure,13000033,40579,91269
Closure,13000034,40579,91269
Closure,13000035,40578,91268
Closure,13000036,40578,91268
Closure,13100059,34560,91268
Closure,13100060,34560,91268
Closure,13100061,34560,91268
Closure,13100062,34560,91268
Closure,13100063,34560,91268
Closure,13100064,34560,91268
Closure,13100065,34559,91267
Closure,13100066,34559,91267
Closure,13100067,34559,91267
Closure,13100068,34560,91268
Closure,13100069,34560,91268
Closure,13100070,34558,91266
Closure,13100071,34558,91266
Closure,13100072,34558,91266
Closure,13100073,34558,91266
Closure,13100078,34559,91267
Closure,13100079,34559,91267
Closure,13100080,34559,91267
Closure,13200410,35724,91208
Closure,13200411,35725,91209
Closure,13200412,35725,91209
Closure,13200413,35725,91209
Closure,13200414,35724,91208
Closure,13200415,35724,91208
Closure,13200416,35724,91208
Closure,13200417,35724,91208
Closure,13200418,35722,91206
Closure,13200419,35722,91206
Closure,13301153,12238,91167
Lang,1,2880,21779
Lang,2,161,21748
Lang,3,2870,21713
Lang,4,115,21685
Lang,5,140,21549
Lang,6,5033,21481
Lang,7,3039,21495
Lang,8,1379,20363
Lang,9,1449,20433
Lang,10,1458,20442
Lang,11,105,20342
Lang,12,98,20335
Lang,13,127,20224
Lang,14,2176,19630
Lang,15,4001,19511
Lang,16,2927,19873
Lang,17,2497,18999
Lang,18,1007,18997
Lang,19,116,18970
Lang,20,2103,18967
Lang,21,582,18855
Lang,22,437,18870
Lang,23,836,18802
Lang,24,2653,18777
Lang,25,293,18775
Lang,26,832,18452
Lang,27,2849,18382
Lang,28,107,17806
Lang,29,1962,17794
Lang,30,3678,17622
Lang,31,3663,17591
Lang,32,2079,17301
Lang,33,2237,17302
Lang,34,1496,17310
Lang,35,1606,17078
Lang,36,2708,17072
Lang,37,1584,17058
Lang,38,1003,17048
Lang,39,1836,16983
Lang,40,1798,17428
Lang,41,440,17349
Lang,42,1180,18817
Lang,43,547,18817
Lang,44,331,18814
Lang,45,2063,18777
Lang,46,438,18013
Lang,47,1749,18490
Lang,48,373,18220
Lang,49,428,17974
Lang,50,826,17764
Lang,51,291,17028
Lang,52,369,17024
Lang,53,390,16979
Lang,54,134,16921
Lang,55,93,16919
Lang,56,996,16957
Lang,57,314,16955
Lang,58,2269,16961
Lang,59,1526,16943
Lang,60,1653,16920
Lang,61,1653,16920
Lang,62,779,16911
Lang,63,1893,16791
Lang,64,2034,16694
Lang,65,360,16593
Lang,100061,2889,21788
Lang,100062,2889,21788
Lang,100063,2888,21787
Lang,100064,2889,21788
Lang,100065,2889,21788
Lang,100066,2888,21787
Lang,100067,2888,21787
Lang,100072,2889,21788
Lang,100073,2889,21788
Lang,100074,2889,21788
Lang,100075,2889,21788
Lang,100076,2889,21788
Lang,100077,2889,21788
Lang,100078,2889,21788
Lang,100079,2889,21788
Lang,100080,2889,21788
Lang,100081,2889,21788
Lang,100082,2889,21788
Lang,100083,2889,21788
Lang,100084,2889,21788
Lang,100085,2889,21788
Lang,100086,2889,21788
Lang,100087,2889,21788
Lang,100088,2889,21788
Lang,100089,2889,21788
Lang,100091,2889,21788
Lang,100092,2889,21788
Lang,100093,2889,21788
Lang,100094,2889,21788
Lang,100095,2889,21788
Lang,100096,2889,21788
Lang,100097,2889,21788
Lang,100098,2889,21788
Lang,100099,2889,21788
Lang,100100,2889,21788
Lang,100101,2889,21788
Lang,100102,2889,21788
Lang,100103,2889,21788
Lang,100104,2889,21788
Lang,100105,2889,21788
Lang,100106,2889,21788
Lang,100107,2889,21788
Lang,100108,2889,21788
Lang,200004,164,21751
Lang,200005,164,21751
Lang,300199,2874,21717
Lang,300200,2874,21717
Lang,300201,2874,21717
Lang,300202,2874,21717
Lang,300203,2874,21717
Lang,300216,2874,21717
Lang,300217,2874,21717
Lang,300218,2874,21717
Lang,300219,2874,21717
Lang,300220,2874,21717
Lang,400001,115,21685
Lang,400002,115,21685
Lang,400003,115,21685
Lang,400004,115,21685
Lang,400005,115,21685
Lang,400006,114,21684
Lang,400034,115,21685
Lang,500012,161,21570
Lang,500013,161,21570
Lang,500014,161,21570
Lang,500015,161,21570
Lang,500016,161,21570
Lang,500017,161,21570
Lang,500018,161,21570
Lang,500019,161,21570
Lang,500020,161,21570
Lang,500021,161,21570
Lang,500022,161,21570
Lang,500023,161,21570
Lang,500024,161,21570
Lang,500025,161,21570
Lang,500026,161,21570
Lang,500027,161,21570
Lang,500028,161,21570
Lang,500029,161,21570
Lang,500030,161,21570
Lang,500031,161,21570
Lang,500032,161,21570
Lang,500033,161,21570
Lang,500034,161,21570
Lang,500035,161,21570
Lang,500036,161,21570
Lang,500037,161,21570
Lang,500038,161,21570
Lang,500039,161,21570
Lang,500040,161,21570
Lang,500041,161,21570
Lang,500042,161,21570
Lang,500043,161,21570
Lang,500044,161,21570
Lang,500045,161,21570
Lang,500046,161,21570
Lang,500047,161,21570
Lang,500048,161,21570
Lang,600026,5032,21480
Lang,700052,3039,21495
Lang,700053,3039,21495
Lang,700054,3039,21495
Lang,700055,3039,21495
Lang,700056,3039,21495
Lang,700057,3039,21495
Lang,700058,3039,21495
Lang,700059,3039,21495
Lang,700060,3039,21495
Lang,700210,3039,21495
Lang,800447,1378,20362
Lang,900026,1452,20436
Lang,900027,1452,20436
Lang,1000060,1449,20433
Lang,1000061,1449,20433
Lang,1000062,1449,20433
Lang,1100042,109,20346
Lang,1100043,109,20346
Lang,1200023,105,20342
Lang,1200024,105,20342
Lang,1200025,105,20342
Lang,1200026,105,20342
Lang,1200027,105,20342
Lang,1200028,105,20342
Lang,1200037,105,20342
Lang,1200038,104,20341
Lang,1300021,146,20243
Lang,1300023,145,20242
Lang,1300024,145,20242
Lang,1300025,145,20242
Lang,1300026,145,20242
Lang,1300027,145,20242
Lang,1300028,145,20242
Lang,1300029,145,20242
Lang,1300030,145,20242
Lang,1300031,145,20242
Lang,1300033,146,20243
Lang,1300034,146,20243
Lang,1400146,2179,19633
Lang,1400147,2179,19633
Lang,1400149,2179,19633
Lang,1400150,2179,19633
Lang,1400151,2179,19633
Lang,1400152,2179,19633
Lang,1500030,4001,19511
Lang,1500031,4001,19511
Lang,1500111,4001,19511
Lang,1500112,4001,19511
Lang,1600053,2927,19873
Lang,1600054,2927,19873
Lang,1600055,2927,19873
Lang,1600056,2927,19873
Lang,1600057,2927,19873
Lang,1600058,2927,19873
Lang,1600059,2927,19873
Lang,1600060,2927,19873
Lang,1600061,2927,19873
Lang,1700011,2491,18993
Lang,1700021,2490,18992
Lang,1700025,2490,18992
Lang,1800053,1007,18997
Lang,1800054,1007,18997
Lang,1800055,1007,18997
Lang,1800056,1007,18997
Lang,1800057,1007,18997
Lang,1800058,1007,18997
Lang,1800059,1007,18997
Lang,1800060,1007,18997
Lang,1900002,122,18976
Lang,1900003,122,18976
Lang,1900004,122,18976
Lang,1900005,122,18976
Lang,1900006,122,18976
Lang,1900007,122,18976
Lang,1900008,122,18976
Lang,1900009,122,18976
Lang,1900010,122,18976
Lang,1900011,122,18976
Lang,1900012,122,18976
Lang,1900013,122,18976
Lang,1900014,122,18976
Lang,1900015,122,18976
Lang,1900016,122,18976
Lang,1900017,122,18976
Lang,1900018,122,18976
Lang,1900019,122,18976
Lang,1900020,122,18976
Lang,1900021,122,18976
Lang,1900022,122,18976
Lang,1900023,122,18976
Lang,1900024,122,18976
Lang,1900043,122,18976
Lang,1900044,122,18976
Lang,1900045,122,18976
Lang,1900047,122,18976
Lang,1900048,122,18976
Lang,1900049,122,18976
Lang,1900050,122,18976
Lang,1900051,122,18976
Lang,1900052,122,18976
Lang,1900053,122,18976
Lang,1900054,122,18976
Lang,1900055,122,18976
Lang,1900056,122,18976
Lang,1900057,122,18976
Lang,1900058,122,18976
Lang,1900059,122,18976
Lang,1900060,122,18976
Lang,1900061,122,18976
Lang,1900062,122,18976
Lang,1900063,122,18976
Lang,1900064,121,18975
Lang,1900065,121,18975
Lang,1900066,121,18975
Lang,1900067,122,18976
Lang,1900068,122,18976
Lang,1900069,122,18976
Lang,1900070,122,18976
Lang,1900071,122,18976
Lang,1900072,120,18974
Lang,1900073,120,18974
Lang,1900074,120,18974
Lang,1900075,120,18974
Lang,1900076,120,18974
Lang,1900099,122,18976
Lang,1900100,122,18976
Lang,1900101,122,18976
Lang,1900102,122,18976
Lang,1900103,122,18976
Lang,1900104,122,18976
Lang,1900105,122,18976
Lang,1900106,122,18976
Lang,1900107,122,18976
Lang,1900108,122,18976
Lang,1900109,122,18976
Lang,1900110,122,18976
Lang,1900111,122,18976
Lang,1900112,122,18976
Lang,1900113,122,18976
Lang,1900114,122,18976
Lang,1900115,122,18976
Lang,1900116,122,18976
Lang,1900117,122,18976
Lang,1900118,122,18976
Lang,1900119,122,18976
Lang,1900120,122,18976
Lang,1900121,122,18976
Lang,1900122,122,18976
Lang,1900123,122,18976
Lang,1900124,122,18976
Lang,1900125,122,18976
Lang,1900126,122,18976
Lang,1900127,122,18976
Lang,1900128,122,18976
Lang,2001164,2103,18967
Lang,2001165,2103,18967
Lang,2001186,2103,18967
Lang,2001187,2103,18967
Lang,2100029,582,18855
Lang,2100030,582,18855
Lang,2100031,581,18854
Lang,2100032,582,18855
Lang,2100033,580,18853
Lang,2100034,582,18855
Lang,2100035,582,18855
Lang,2100036,582,18855
Lang,2100037,579,18852
Lang,2100038,579,18852
Lang,2100039,582,18855
Lang,2100040,578,18851
Lang,2100041,578,18851
Lang,2100042,582,18855
Lang,2100043,577,18850
Lang,2100044,577,18850
Lang,2100045,582,18855
Lang,2100046,576,18849
Lang,2100047,576,18849
Lang,2100048,582,18855
Lang,2100049,575,18848
Lang,2100050,575,18848
Lang,2200420,443,18876
Lang,2200421,443,18876
Lang,2200422,443,18876
Lang,2200423,443,18876
Lang,2200424,443,18876
Lang,2200425,443,18876
Lang,2200426,443,18876
Lang,2200427,443,18876
Lang,2200428,443,18876
Lang,2200429,443,18876
Lang,2200430,443,18876
Lang,2300046,867,18833
Lang,2300047,867,18833
Lang,2300048,867,18833
Lang,2300049,867,18833
Lang,2300050,867,18833
Lang,2300051,867,18833
Lang,2300052,867,18833
Lang,2300053,867,18833
Lang,2300054,867,18833
Lang,2300055,866,18832
Lang,2300056,867,18833
Lang,2300057,867,18833
Lang,2300058,867,18833
Lang,2300059,867,18833
Lang,2400611,2653,18777
Lang,2400612,2653,18777
Lang,2400613,2653,18777
Lang,2400614,2653,18777
Lang,2400615,2653,18777
Lang,2600233,832,18452
Lang,2700076,2852,18385
Lang,2700077,2852,18385
Lang,2700078,2852,18385
Lang,2700079,2852,18385
Lang,2700080,2852,18385
Lang,2700086,2852,18385
Lang,2700087,2852,18385
Lang,2800046,113,17812
Lang,2800047,113,17812
Lang,2800048,113,17812
Lang,2800049,113,17812
Lang,2800050,113,17812
Lang,2800051,113,17812
Lang,2800052,113,17812
Lang,2800053,113,17812
Lang,2800054,112,17811
Lang,2800055,113,17812
Lang,2800056,113,17812
Lang,2800057,112,17811
Lang,3000345,3716,17660
Lang,3000347,3716,17660
Lang,3000358,3716,17660
Lang,3000359,3716,17660
Lang,3000360,3716,17660
Lang,3000361,3716,17660
Lang,3000362,3716,17660
Lang,3000363,3716,17660
Lang,3000364,3716,17660
Lang,3000365,3716,17660
Lang,3000366,3716,17660
Lang,3000367,3716,17660
Lang,3000368,3716,17660
Lang,3000369,3716,17660
Lang,3000370,3716,17660
Lang,3000371,3716,17660
Lang,3000372,3716,17660
Lang,3000373,3716,17660
Lang,3000374,3716,17660
Lang,3000375,3716,17660
Lang,3000376,3716,17660
Lang,3000377,3716,17660
Lang,3000413,3716,17660
Lang,3000414,3716,17660
Lang,3000415,3716,17660
Lang,3000416,3716,17660
Lang,3000417,3716,17660
Lang,3000418,3716,17660
Lang,3000419,3716,17660
Lang,3000420,3716,17660
Lang,3000421,3716,17660
Lang,3000422,3716,17660
Lang,3000423,3716,17660
Lang,3000424,3716,17660
Lang,3000425,3716,17660
Lang,3000426,3716,17660
Lang,3000427,3716,17660
Lang,3000440,3716,17660
Lang,3000442,3716,17660
Lang,3000453,3716,17660
Lang,3000454,3716,17660
Lang,3000455,3716,17660
Lang,3000456,3716,17660
Lang,3000457,3716,17660
Lang,3000458,3716,17660
Lang,3000459,3716,17660
Lang,3000460,3716,17660
Lang,3000461,3716,17660
Lang,3000462,3716,17660
Lang,3000463,3716,17660
Lang,3000464,3716,17660
Lang,3000465,3716,17660
Lang,3000466,3716,17660
Lang,3000467,3716,17660
Lang,3000468,3716,17660
Lang,3000469,3716,17660
Lang,3000470,3716,17660
Lang,3000471,3716,17660
Lang,3000472,3716,17660
Lang,3000473,3716,17660
Lang,3000474,3715,17659
Lang,3000488,3716,17660
Lang,3000489,3716,17660
Lang,3000490,3716,17660
Lang,3000491,3716,17660
Lang,3000492,3716,17660
Lang,3000493,3716,17660
Lang,3000494,3716,17660
Lang,3000495,3716,17660
Lang,3000496,3716,17660
Lang,3000497,3716,17660
Lang,3000498,3716,17660
Lang,3000499,3716,17660
Lang,3000500,3716,17660
Lang,3000501,3716,17660
Lang,3000502,3716,17660
Lang,3000503,3716,17660
Lang,3000504,3716,17660
Lang,3000505,3716,17660
Lang,3000506,3716,17660
Lang,3000507,3716,17660
Lang,3000509,3716,17660
Lang,3000510,3716,17660
Lang,3000511,3716,17660
Lang,3000546,3716,17660
Lang,3000547,3716,17660
Lang,3000548,3716,17660
Lang,3000549,3716,17660
Lang,3000550,3716,17660
Lang,3000552,3716,17660
Lang,3000553,3716,17660
Lang,3000554,3716,17660
Lang,3000555,3716,17660
Lang,3000556,3716,17660
Lang,3000557,3716,17660
Lang,3000568,3716,17660
Lang,3000569,3716,17660
Lang,3000570,3716,17660
Lang,3000571,3716,17660
Lang,3000572,3716,17660
Lang,3000573,3716,17660
Lang,3000574,3716,17660
Lang,3000575,3716,17660
Lang,3000576,3716,17660
Lang,3000577,3716,17660
Lang,3000578,3716,17660
Lang,3000579,3716,17660
Lang,3000580,3716,17660
Lang,3000581,3716,17660
Lang,3000582,3716,17660
Lang,3000583,3716,17660
Lang,3100368,3671,17599
Lang,3100369,3671,17599
Lang,3100379,3671,17599
Lang,3100380,3671,17599
Lang,3100381,3671,17599
Lang,3100382,3671,17599
Lang,3100383,3671,17599
Lang,3100384,3671,17599
Lang,3100385,3671,17599
Lang,3100386,3671,17599
Lang,3100387,3671,17599
Lang,3100388,3671,17599
Lang,3100389,3671,17599
Lang,3100390,3671,17599
Lang,3100391,3671,17599
Lang,3100392,3671,17599
Lang,3100393,3671,17599
Lang,3100394,3671,17599
Lang,3100395,3671,17599
Lang,3100396,3671,17599
Lang,3200001,2088,17310
Lang,3200003,2088,17310
Lang,3200004,2088,17310
Lang,3200005,2088,17310
Lang,3200006,2088,17310
Lang,3200007,2088,17310
Lang,3200056,2088,17310
Lang,3200057,2087,17309
Lang,3200059,2088,17310
Lang,3200060,2087,17309
Lang,3200061,2088,17310
Lang,3200062,2087,17309
Lang,3300331,2237,17302
Lang,3300332,2236,17301
Lang,3400007,1496,17310
Lang,3400009,1496,17310
Lang,3400010,1496,17310
Lang,3400011,1496,17310
Lang,3400012,1496,17310
Lang,3400013,1496,17310
Lang,3600084,2714,17078
Lang,3600085,2714,17078
Lang,3600086,2714,17078
Lang,3600087,2714,17078
Lang,3600088,2714,17078
Lang,3600573,2714,17078
Lang,3600574,2714,17078
Lang,3600575,2714,17078
Lang,3600576,2714,17078
Lang,3600577,2714,17078
Lang,3701757,1592,17066
Lang,3701758,1592,17066
Lang,3800238,1003,17048
Lang,3901264,1839,16986
Lang,3901265,1839,16986
Lang,3901266,1838,16985
Lang,4000260,1805,17435
Lang,4000261,1805,17435
Lang,4000262,1805,17435
Lang,4000263,1805,17435
Lang,4000264,1805,17435
Lang,4000265,1805,17435
Lang,4000266,1805,17435
Lang,4000267,1805,17435
Lang,4000268,1805,17435
Lang,4000269,1805,17435
Lang,4000270,1805,17435
Lang,4000271,1805,17435
Lang,4100037,459,17368
Lang,4100038,459,17368
Lang,4100039,459,17368
Lang,4100040,459,17368
Lang,4100041,459,17368
Lang,4100042,459,17368
Lang,4100043,459,17368
Lang,4100044,459,17368
Lang,4100045,458,17367
Lang,4100046,458,17367
Lang,4100047,459,17368
Lang,4100048,459,17368
Lang,4100049,459,17368
Lang,4100050,459,17368
Lang,4100051,459,17368
Lang,4100052,459,17368
Lang,4100053,459,17368
Lang,4100054,459,17368
Lang,4100055,459,17368
Lang,4100056,459,17368
Lang,4100057,459,17368
Lang,4100058,459,17368
Lang,4100059,459,17368
Lang,4100060,459,17368
Lang,4100061,459,17368
Lang,4100062,459,17368
Lang,4100063,459,17368
Lang,4100064,459,17368
Lang,4100065,459,17368
Lang,4100066,458,17367
Lang,4100067,459,17368
Lang,4100068,459,17368
Lang,4100069,458,17367
Lang,4100079,459,17368
Lang,4100086,459,17368
Lang,4100087,459,17368
Lang,4100088,459,17368
Lang,4100089,459,17368
Lang,4100090,459,17368
Lang,4100091,459,17368
Lang,4100092,459,17368
Lang,4100093,459,17368
Lang,4100094,459,17368
Lang,4100096,459,17368
Lang,4100097,459,17368
Lang,4100098,459,17368
Lang,4100099,459,17368
Lang,4100100,459,17368
Lang,4100101,459,17368
Lang,4100102,459,17368
Lang,4100103,458,17367
Lang,4100104,459,17368
Lang,4100105,459,17368
Lang,4100106,459,17368
Lang,4100107,459,17368
Lang,4100108,459,17368
Lang,4100109,459,17368
Lang,4100110,459,17368
Lang,4100111,459,17368
Lang,4100112,459,17368
Lang,4100113,459,17368
Lang,4100114,459,17368
Lang,4100115,459,17368
Lang,4100116,459,17368
Lang,4100117,459,17368
Lang,4100118,458,17367
Lang,4200192,1185,18822
Lang,4200195,1185,18822
Lang,4200196,1185,18822
Lang,4200197,1185,18822
Lang,4200198,1185,18822
Lang,4200199,1185,18822
Lang,4200200,1185,18822
Lang,4200201,1185,18822
Lang,4200202,1185,18822
Lang,4200203,1185,18822
Lang,4200204,1184,18821
Lang,4200205,1184,18821
Lang,4200206,1184,18821
Lang,4200207,1184,18821
Lang,4200208,1185,18822
Lang,4200209,1185,18822
Lang,4200210,1185,18822
Lang,4200211,1185,18822
Lang,4200212,1185,18822
Lang,4300130,547,18817
Lang,4400009,334,18817
Lang,4400010,334,18817
Lang,4400011,334,18817
Lang,4400012,334,18817
Lang,4400013,334,18817
Lang,4400014,334,18817
Lang,4400015,334,18817
Lang,4400016,334,18817
Lang,4400017,334,18817
Lang,4400018,334,18817
Lang,4500237,2066,18780
Lang,4500238,2066,18780
Lang,4500239,2065,18779
Lang,4600003,441,18016
Lang,4600004,441,18016
Lang,4600005,441,18016
Lang,4600006,440,18015
Lang,4600007,441,18016
Lang,4600008,441,18016
Lang,4600009,440,18015
Lang,4600013,440,18015
Lang,4600065,441,18016
Lang,4600066,441,18016
Lang,4700451,1755,18496
Lang,4700452,1754,18495
Lang,4700485,1755,18496
Lang,4700486,1754,18495
Lang,4800072,377,18224
Lang,4800073,377,18224
Lang,4800074,377,18224
Lang,4900339,431,17977
Lang,4900340,431,17977
Lang,4900341,431,17977
Lang,4900342,431,17977
Lang,4900343,431,17977
Lang,4900344,431,17977
Lang,5000019,822,17760
Lang,5000020,821,17759
Lang,5000021,821,17759
Lang,5000029,822,17760
Lang,5000030,821,17759
Lang,5000031,821,17759
Lang,5100184,292,17029
Lang,5200061,372,17027
Lang,5200062,372,17027
Lang,5200063,372,17027
Lang,5400057,137,16924
Lang,5400058,137,16924
Lang,5400059,137,16924
Lang,5400060,137,16924
Lang,5400061,137,16924
Lang,5400062,137,16924
Lang,5400063,137,16924
Lang,5400064,137,16924
Lang,5400065,137,16924
Lang,5500013,95,16921
Lang,5500014,95,16921
Lang,5600232,999,16960
Lang,5700127,314,16955
Lang,5800105,2268,16960
Lang,5800106,2268,16960
Lang,5800107,2267,16959
Lang,5800108,2268,16960
Lang,5800109,2268,16960
Lang,5800110,2268,16960
Lang,5800111,2268,16960
Lang,5800112,2268,16960
Lang,5800113,2268,16960
Lang,5800114,2268,16960
Lang,5800115,2268,16960
Lang,5800116,2266,16958
Lang,5900428,1526,16943
Lang,5900429,1526,16943
Lang,5900430,1525,16942
Lang,6000960,1653,16920
Lang,6000961,1653,16920
Lang,6000990,1653,16920
Lang,6101021,1653,16920
Lang,6101022,1653,16920
Lang,6101023,1653,16920
Lang,6101024,1653,16920
Lang,6101025,1653,16920
Lang,6101026,1653,16920
Lang,6101027,1653,16920
Lang,6101028,1653,16920
Lang,6101029,1653,16920
Lang,6101030,1653,16920
Lang,6200299,787,16919
Lang,6200300,787,16919
Lang,6200301,787,16919
Lang,6200302,787,16919
Lang,6200303,787,16919
Lang,6200304,787,16919
Lang,6200305,786,16918
Lang,6200387,786,16918
Lang,6200393,787,16919
Lang,6200394,787,16919
Lang,6200395,787,16919
Lang,6200396,787,16919
Lang,6200397,787,16919
Lang,6200398,787,16919
Lang,6200399,787,16919
Lang,6200400,786,16918
Lang,6200401,787,16919
Lang,6200402,787,16919
Lang,6300153,1875,16773
Lang,6400009,2055,16715
Lang,6400010,2055,16715
Lang,6400011,2055,16715
Lang,6500119,390,16623
Lang,6500120,390,16623
Lang,6500121,390,16623
Lang,6500122,389,16622
Lang,6500123,390,16623
Lang,6500124,390,16623
Lang,6500125,390,16623
Lang,6500126,390,16623
Lang,6500127,390,16623
Lang,6500128,390,16623
Lang,6500129,390,16623
Lang,6500130,390,16623
Lang,6500131,390,16623
Lang,6500132,390,16623
Lang,6500133,390,16623
Lang,6500134,390,16623
Lang,6500135,390,16623
Lang,6500136,390,16623
Lang,6500137,390,16623
Lang,6500138,390,16623
Lang,6500139,389,16622
Lang,6500140,390,16623
Lang,6500141,390,16623
Lang,6500142,390,16623
Lang,6500143,389,16622
Lang,6500144,390,16623
Lang,6500145,390,16623
Lang,6500146,390,16623
Lang,6500147,390,16623
Lang,6500148,390,16623
Lang,6500149,390,16623
Lang,6500150,390,16623
Lang,6500151,390,16623
Lang,6500152,390,16623
Lang,6500153,390,16623
Lang,6500154,390,16623
Lang,6500155,390,16623
Lang,6500156,390,16623
Lang,6500157,390,16623
Lang,6500158,390,16623
Lang,6500159,390,16623
Lang,6500160,390,16623
Lang,6500161,390,16623
Lang,6500162,390,16623
Lang,6500163,390,16623
Lang,6500164,390,16623
Lang,6500165,390,16623
Lang,6500166,389,16622
Lang,6500167,390,16623
Lang,6500168,390,16623
Lang,6500169,390,16623
Lang,6500170,389,16622
Lang,6500171,390,16623
Lang,6500172,390,16623
Lang,6500173,390,16623
Lang,6500174,390,16623
Lang,6500175,390,16623
Lang,6500176,390,16623
Lang,6500177,390,16623
Lang,6500178,390,16623
Lang,6500179,390,16623
Lang,6500180,390,16623
Lang,6500181,390,16623
Lang,6500182,390,16623
Lang,6500183,390,16623
Lang,6500184,390,16623
Lang,6500185,390,16623
Lang,6500186,390,16623
Lang,6500187,390,16623
Lang,6500188,390,16623
